"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2017-12",100.7777,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2018-01",100.696,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2018-02",100.4638,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2018-03",100.2055,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2018-04",99.99781,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2018-05",99.79277,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2018-06",99.5835,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2018-07",99.60927,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2018-08",99.85188,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2018-09",99.92609,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2018-10",99.67562,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2018-11",99.3924,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2018-12",99.06078,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2019-01",98.80842,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2019-02",98.77666,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2019-03",98.86984,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2019-04",98.9127,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2019-05",98.76695,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2019-06",98.79153,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2019-07",98.85625,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2019-08",98.65268,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2019-09",98.42606,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2019-10",98.42418,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2019-11",98.49497,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2019-12",98.63358,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2020-01",98.61798,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2020-02",98.45744,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2020-03",97.94682,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2012-12",100.8472,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2013-01",100.9506,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2013-02",100.7416,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2013-03",100.4538,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2013-04",100.1665,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2013-05",99.92215,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2013-06",99.81842,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2013-07",100.0295,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2013-08",100.0849,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2013-09",99.73613,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2013-10",99.18871,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2013-11",98.56653,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2013-12",98.02154,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2014-01",97.6592,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2014-02",97.82314,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2014-03",98.20843,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2014-04",98.49239,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2014-05",98.56786,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2014-06",98.48962,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2014-07",98.41687,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2014-08",98.54985,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2014-09",98.8153,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2014-10",99.01343,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2014-11",99.16876,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2014-12",99.15422,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2015-01",99.11344,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2015-02",99.16625,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2015-03",99.17982,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2015-04",99.04073,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2015-05",98.95337,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2015-06",98.92694,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2015-07",98.7472,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2015-08",98.62041,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2015-09",98.6643,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2015-10",98.82539,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2015-11",98.93896,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2015-12",98.92622,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2016-01",98.83265,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2016-02",98.6217,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2016-03",98.40944,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2016-04",98.30867,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2016-05",98.32558,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2016-06",98.23597,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2016-07",97.79679,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2016-08",97.3392,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2016-09",96.97739,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2016-10",96.71775,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2016-11",96.25322,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2016-12",95.4229,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2017-01",94.39913,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2017-02",94.7164,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2017-03",95.66331,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2017-04",96.52052,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2017-05",97.07192,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2017-06",97.39311,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2017-07",97.6611,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2017-08",97.881,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2017-09",98.00598,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2017-10",97.92567,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2017-11",97.68754,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2017-12",97.23935,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2018-01",96.75627,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2018-02",96.54788,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2018-03",96.65585,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2018-04",97.14889,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2018-05",98.00818,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2018-06",99.34699,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2018-07",101.1062,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2018-08",101.9989,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2018-09",102.1547,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2018-10",102.1562,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2018-11",102.4405,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2018-12",103.4183,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2019-01",104.5676,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2019-02",105.3815,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2019-03",105.2102,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2019-04",104.4629,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2019-05",103.6173,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2019-06",103.0261,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2019-07",102.8718,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2019-08",103.141,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2019-09",103.4764,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2019-10",103.4183,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2019-11",103.301,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2019-12",103.2195,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2020-01",103.0742,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2020-02",102.2035,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2020-03",100.0089,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2012-12",96.82378,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2013-01",96.81752,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2013-02",96.77456,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2013-03",96.89289,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2013-04",97.10965,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2013-05",97.48672,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2013-06",98.10598,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2013-07",98.97217,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2013-08",99.53363,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2013-09",99.74784,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2013-10",99.71591,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2013-11",99.69238,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2013-12",99.97707,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-01",100.4908,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-02",100.8826,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-03",101.2478,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-04",101.54,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-05",101.7105,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-06",101.8072,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-07",101.8046,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-08",101.7872,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-09",101.6156,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-10",101.5321,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-11",101.4926,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-12",101.6416,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-01",101.9603,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-02",102.2573,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-03",102.4656,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-04",102.458,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-05",102.3147,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-06",102.4706,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-07",102.5708,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-08",102.5467,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-09",102.46,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-10",102.4421,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-11",102.5017,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-12",102.7102,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-01",102.722,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-02",102.5184,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-03",102.2834,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-04",102.0474,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-05",101.7825,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-06",101.33,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-07",100.722,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-08",100.7172,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-09",101.114,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-10",101.2863,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-11",101.1874,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-12",101.093,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2017-01",100.9728,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2017-02",100.8643,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2017-03",100.8254,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2017-04",100.7909,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2017-05",100.6951,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2017-06",100.5065,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2017-07",100.4357,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2017-08",100.3681,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2017-09",100.3545,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2017-10",100.3987,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2017-11",100.4151,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2017-12",100.4367,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2018-01",100.5145,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2018-02",100.6398,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2018-03",100.751,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2018-04",100.8035,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2018-05",100.9388,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2018-06",100.9842,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2018-07",101.0732,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2018-08",100.9842,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2018-09",100.7797,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2018-10",100.5587,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2018-11",100.27,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2018-12",99.93256,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2019-01",99.61681,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2019-02",99.47366,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2019-03",99.46258,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2019-04",99.63466,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2019-05",99.89175,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2019-06",99.98235,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2019-07",100.0284,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2019-08",99.8186,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2019-09",99.77071,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2019-10",99.88105,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2019-11",100.2205,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2019-12",100.6,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2020-01",100.7356,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2020-02",100.3442,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2020-03",99.17618,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2012-12",99.63098,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2013-01",99.43124,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2013-02",99.27616,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2013-03",99.28165,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2013-04",99.53216,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2013-05",99.85293,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2013-06",100.0039,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2013-07",99.80296,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2013-08",99.41965,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2013-09",99.07591,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2013-10",98.92976,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2013-11",98.91922,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2013-12",98.96404,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2014-01",99.03171,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2014-02",99.14819,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2014-03",99.38577,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2014-04",99.80216,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2014-05",100.2584,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2014-06",100.5578,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2014-07",100.5449,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2014-08",100.3619,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2014-09",100.1833,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2014-10",100.1211,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2014-11",100.1267,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2014-12",100.1077,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2015-01",99.978,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2015-02",99.73286,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2015-03",99.3559,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2015-04",98.84233,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2015-05",98.35381,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2015-06",98.12109,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2015-07",98.32171,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2015-08",98.70185,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2015-09",98.93106,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2015-10",98.77743,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2015-11",98.43368,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2015-12",98.17102,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2016-01",98.18314,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2016-02",98.34901,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2016-03",98.49849,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2016-04",98.52406,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2016-05",98.50905,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2016-06",98.59097,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2016-07",98.86548,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2016-08",99.19338,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2016-09",99.37041,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2016-10",99.24355,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2016-11",98.97829,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2016-12",98.79673,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2017-01",98.85411,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2017-02",99.03169,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2017-03",99.157,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2017-04",99.1039,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2017-05",98.94499,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2017-06",98.78255,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2017-07",98.68533,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2017-08",98.62881,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2017-09",98.59251,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2017-10",98.61644,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2017-11",98.83743,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2017-12",99.52074,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2018-01",100.8945,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2018-02",102.5222,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2018-03",103.8166,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2018-04",104.3005,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2018-05",104.2002,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2018-06",103.7395,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2018-07",103.0184,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2018-08",102.2507,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2018-09",101.6528,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2018-10",101.3785,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2018-11",101.2834,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2018-12",101.1995,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2019-01",101.0301,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2019-02",100.8343,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2019-03",100.718,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2019-04",100.7522,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2019-05",100.8121,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2019-06",100.709,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2019-07",100.2973,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2019-08",99.74419,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2019-09",99.27457,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2019-10",99.05823,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2019-11",99.01285,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2019-12",99.0204,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2020-01",98.97252,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2020-02",98.76298,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2020-03",98.22446,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-12",98.71616,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-01",98.57584,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-02",98.68839,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-03",98.87072,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-04",99.10258,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-05",99.4724,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-06",99.6636,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-07",99.6224,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-08",99.31536,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-09",98.89875,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-10",98.64119,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-11",98.75105,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-12",99.0831,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-01",99.27211,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-02",99.34875,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-03",99.38402,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-04",99.46387,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-05",99.44897,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-06",99.42009,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-07",99.41114,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-08",99.51493,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-09",99.73842,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-10",100.0526,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-11",100.4381,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-12",100.8656,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-01",101.1536,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-02",101.1561,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-03",101.0509,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-04",100.9912,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-05",100.9036,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-06",100.919,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-07",100.794,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-08",100.5875,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-09",100.4014,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-10",100.4333,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-11",100.5603,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-12",100.666,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-01",100.6803,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-02",100.6396,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-03",100.5962,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-04",100.6202,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-05",100.7536,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-06",100.7296,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-07",100.5697,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-08",100.4543,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-09",100.4334,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-10",100.5172,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-11",100.8759,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-12",101.2436,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-01",101.4051,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-02",101.3917,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-03",101.3584,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-04",101.3152,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-05",101.2377,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-06",101.1224,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-07",101.0777,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-08",101.1828,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-09",101.3144,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-10",101.4774,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-11",101.4555,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-12",101.3656,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-01",101.3975,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-02",101.5712,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-03",101.679,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-04",101.6248,
