Från Datum Tid (UTC);Till Datum Tid (UTC);Representativt dygn;Lufttemperatur;Kvalitet;;Tidsutsnitt:
2014-11-24 00:00:01;2014-11-25 00:00:00;2014-11-24;6.5;Y
2014-11-25 00:00:01;2014-11-26 00:00:00;2014-11-25;4.5;Y
2014-11-26 00:00:01;2014-11-27 00:00:00;2014-11-26;0.8;Y
2014-11-27 00:00:01;2014-11-28 00:00:00;2014-11-27;3.2;Y
2014-11-28 00:00:01;2014-11-29 00:00:00;2014-11-28;3.5;Y
2014-11-29 00:00:01;2014-11-30 00:00:00;2014-11-29;2.2;Y
2014-11-30 00:00:01;2014-12-01 00:00:00;2014-11-30;1.9;Y
2014-12-01 00:00:01;2014-12-02 00:00:00;2014-12-01;1.9;Y
2014-12-02 00:00:01;2014-12-03 00:00:00;2014-12-02;2.3;Y
2014-12-03 00:00:01;2014-12-04 00:00:00;2014-12-03;1.2;Y
2014-12-04 00:00:01;2014-12-05 00:00:00;2014-12-04;3.1;Y
2014-12-05 00:00:01;2014-12-06 00:00:00;2014-12-05;2.4;Y
2014-12-06 00:00:01;2014-12-07 00:00:00;2014-12-06;2.4;Y
2014-12-07 00:00:01;2014-12-08 00:00:00;2014-12-07;3.0;Y
2014-12-08 00:00:01;2014-12-09 00:00:00;2014-12-08;3.1;Y
2014-12-09 00:00:01;2014-12-10 00:00:00;2014-12-09;2.4;Y
2014-12-10 00:00:01;2014-12-11 00:00:00;2014-12-10;3.6;Y
2014-12-11 00:00:01;2014-12-12 00:00:00;2014-12-11;4.4;Y
2014-12-12 00:00:01;2014-12-13 00:00:00;2014-12-12;2.3;Y
2014-12-13 00:00:01;2014-12-14 00:00:00;2014-12-13;1.7;Y
2014-12-14 00:00:01;2014-12-15 00:00:00;2014-12-14;1.6;Y
2014-12-15 00:00:01;2014-12-16 00:00:00;2014-12-15;4.0;Y
2014-12-16 00:00:01;2014-12-17 00:00:00;2014-12-16;1.8;Y
2014-12-17 00:00:01;2014-12-18 00:00:00;2014-12-17;0.5;Y
2014-12-18 00:00:01;2014-12-19 00:00:00;2014-12-18;1.4;Y
2014-12-19 00:00:01;2014-12-20 00:00:00;2014-12-19;4.2;Y
2014-12-20 00:00:01;2014-12-21 00:00:00;2014-12-20;1.6;Y
2014-12-21 00:00:01;2014-12-22 00:00:00;2014-12-21;-0.6;Y
2014-12-22 00:00:01;2014-12-23 00:00:00;2014-12-22;1.5;Y
2014-12-23 00:00:01;2014-12-24 00:00:00;2014-12-23;1.2;Y
2014-12-24 00:00:01;2014-12-25 00:00:00;2014-12-24;-2.0;Y
2014-12-25 00:00:01;2014-12-26 00:00:00;2014-12-25;-6.7;Y
2014-12-26 00:00:01;2014-12-27 00:00:00;2014-12-26;-5.4;Y
2014-12-27 00:00:01;2014-12-28 00:00:00;2014-12-27;-7.4;Y
2014-12-28 00:00:01;2014-12-29 00:00:00;2014-12-28;-8.9;Y
2014-12-29 00:00:01;2014-12-30 00:00:00;2014-12-29;-7.6;Y
2014-12-30 00:00:01;2014-12-31 00:00:00;2014-12-30;-0.3;Y
2014-12-31 00:00:01;2015-01-01 00:00:00;2014-12-31;2.3;Y
2015-01-01 00:00:01;2015-01-02 00:00:00;2015-01-01;4.8;Y
2015-01-02 00:00:01;2015-01-03 00:00:00;2015-01-02;5.7;Y
2015-01-03 00:00:01;2015-01-04 00:00:00;2015-01-03;2.4;Y
2015-01-04 00:00:01;2015-01-05 00:00:00;2015-01-04;0.2;Y
2015-01-05 00:00:01;2015-01-06 00:00:00;2015-01-05;-1.5;Y
2015-01-06 00:00:01;2015-01-07 00:00:00;2015-01-06;-0.9;Y
2015-01-07 00:00:01;2015-01-08 00:00:00;2015-01-07;0.5;Y
2015-01-08 00:00:01;2015-01-09 00:00:00;2015-01-08;3.4;Y
2015-01-09 00:00:01;2015-01-10 00:00:00;2015-01-09;0.4;Y
2015-01-10 00:00:01;2015-01-11 00:00:00;2015-01-10;-0.7;Y
2015-01-11 00:00:01;2015-01-12 00:00:00;2015-01-11;-1.4;Y
2015-01-12 00:00:01;2015-01-13 00:00:00;2015-01-12;-1.8;Y
2015-01-13 00:00:01;2015-01-14 00:00:00;2015-01-13;3.1;Y
2015-01-14 00:00:01;2015-01-15 00:00:00;2015-01-14;2.0;Y
2015-01-15 00:00:01;2015-01-16 00:00:00;2015-01-15;1.7;Y
2015-01-16 00:00:01;2015-01-17 00:00:00;2015-01-16;4.7;Y
2015-01-17 00:00:01;2015-01-18 00:00:00;2015-01-17;2.9;Y
2015-01-18 00:00:01;2015-01-19 00:00:00;2015-01-18;3.0;Y
2015-01-19 00:00:01;2015-01-20 00:00:00;2015-01-19;0.3;Y
2015-01-20 00:00:01;2015-01-21 00:00:00;2015-01-20;0.6;Y
2015-01-21 00:00:01;2015-01-22 00:00:00;2015-01-21;0.1;Y
2015-01-22 00:00:01;2015-01-23 00:00:00;2015-01-22;-0.5;Y
2015-01-23 00:00:01;2015-01-24 00:00:00;2015-01-23;-4.3;Y
2015-01-24 00:00:01;2015-01-25 00:00:00;2015-01-24;-1.6;Y
2015-01-25 00:00:01;2015-01-26 00:00:00;2015-01-25;0.0;Y
2015-01-26 00:00:01;2015-01-27 00:00:00;2015-01-26;-0.3;Y
2015-01-27 00:00:01;2015-01-28 00:00:00;2015-01-27;0.0;Y
2015-01-28 00:00:01;2015-01-29 00:00:00;2015-01-28;1.4;Y
2015-01-29 00:00:01;2015-01-30 00:00:00;2015-01-29;2.0;Y
2015-01-30 00:00:01;2015-01-31 00:00:00;2015-01-30;1.1;Y
2015-01-31 00:00:01;2015-02-01 00:00:00;2015-01-31;0.4;Y
2015-02-01 00:00:01;2015-02-02 00:00:00;2015-02-01;-0.4;Y
2015-02-02 00:00:01;2015-02-03 00:00:00;2015-02-02;-3.7;Y
2015-02-03 00:00:01;2015-02-04 00:00:00;2015-02-03;-2.2;Y
2015-02-04 00:00:01;2015-02-05 00:00:00;2015-02-04;-0.7;Y
2015-02-05 00:00:01;2015-02-06 00:00:00;2015-02-05;-2.3;Y
2015-02-06 00:00:01;2015-02-07 00:00:00;2015-02-06;-0.3;Y
2015-02-07 00:00:01;2015-02-08 00:00:00;2015-02-07;0.0;Y
2015-02-08 00:00:01;2015-02-09 00:00:00;2015-02-08;-1.8;Y
2015-02-09 00:00:01;2015-02-10 00:00:00;2015-02-09;3.4;Y
2015-02-10 00:00:01;2015-02-11 00:00:00;2015-02-10;3.2;Y
2015-02-11 00:00:01;2015-02-12 00:00:00;2015-02-11;2.8;Y
2015-02-12 00:00:01;2015-02-13 00:00:00;2015-02-12;2.4;Y
2015-02-13 00:00:01;2015-02-14 00:00:00;2015-02-13;1.4;Y
2015-02-14 00:00:01;2015-02-15 00:00:00;2015-02-14;1.3;Y
2015-02-15 00:00:01;2015-02-16 00:00:00;2015-02-15;-0.3;Y
2015-02-16 00:00:01;2015-02-17 00:00:00;2015-02-16;-0.5;Y
2015-02-17 00:00:01;2015-02-18 00:00:00;2015-02-17;0.8;Y
2015-02-18 00:00:01;2015-02-19 00:00:00;2015-02-18;4.4;Y
2015-02-19 00:00:01;2015-02-20 00:00:00;2015-02-19;6.1;Y
2015-02-20 00:00:01;2015-02-21 00:00:00;2015-02-20;4.0;Y
2015-02-21 00:00:01;2015-02-22 00:00:00;2015-02-21;2.4;Y
2015-02-22 00:00:01;2015-02-23 00:00:00;2015-02-22;1.6;Y
2015-02-23 00:00:01;2015-02-24 00:00:00;2015-02-23;1.8;Y
2015-02-24 00:00:01;2015-02-25 00:00:00;2015-02-24;2.5;Y
2015-02-25 00:00:01;2015-02-26 00:00:00;2015-02-25;4.0;Y
2015-02-26 00:00:01;2015-02-27 00:00:00;2015-02-26;1.8;Y
2015-02-27 00:00:01;2015-02-28 00:00:00;2015-02-27;2.1;Y
2015-02-28 00:00:01;2015-03-01 00:00:00;2015-02-28;2.0;Y
2015-03-01 00:00:01;2015-03-02 00:00:00;2015-03-01;2.3;Y
2015-03-02 00:00:01;2015-03-03 00:00:00;2015-03-02;3.8;Y
2015-03-03 00:00:01;2015-03-04 00:00:00;2015-03-03;1.8;Y
2015-03-04 00:00:01;2015-03-05 00:00:00;2015-03-04;1.5;Y
2015-03-05 00:00:01;2015-03-06 00:00:00;2015-03-05;2.1;Y
2015-03-06 00:00:01;2015-03-07 00:00:00;2015-03-06;3.6;Y
2015-03-07 00:00:01;2015-03-08 00:00:00;2015-03-07;4.9;Y
2015-03-08 00:00:01;2015-03-09 00:00:00;2015-03-08;11.3;Y
2015-03-09 00:00:01;2015-03-10 00:00:00;2015-03-09;7.0;Y
2015-03-10 00:00:01;2015-03-11 00:00:00;2015-03-10;7.3;Y
2015-03-11 00:00:01;2015-03-12 00:00:00;2015-03-11;5.1;Y
2015-03-12 00:00:01;2015-03-13 00:00:00;2015-03-12;3.8;Y
2015-03-13 00:00:01;2015-03-14 00:00:00;2015-03-13;1.8;Y
2015-03-14 00:00:01;2015-03-15 00:00:00;2015-03-14;2.0;Y
2015-03-15 00:00:01;2015-03-16 00:00:00;2015-03-15;3.8;Y
2015-03-16 00:00:01;2015-03-17 00:00:00;2015-03-16;4.7;Y
2015-03-17 00:00:01;2015-03-18 00:00:00;2015-03-17;5.5;Y
2015-03-18 00:00:01;2015-03-19 00:00:00;2015-03-18;7.3;Y
2015-03-19 00:00:01;2015-03-20 00:00:00;2015-03-19;7.5;Y
2015-03-20 00:00:01;2015-03-21 00:00:00;2015-03-20;2.6;Y
2015-03-21 00:00:01;2015-03-22 00:00:00;2015-03-21;-0.6;Y
2015-03-22 00:00:01;2015-03-23 00:00:00;2015-03-22;-0.2;Y
2015-03-23 00:00:01;2015-03-24 00:00:00;2015-03-23;3.8;Y
2015-03-24 00:00:01;2015-03-25 00:00:00;2015-03-24;5.8;Y
2015-03-25 00:00:01;2015-03-26 00:00:00;2015-03-25;0.3;Y
2015-03-26 00:00:01;2015-03-27 00:00:00;2015-03-26;2.4;Y
2015-03-27 00:00:01;2015-03-28 00:00:00;2015-03-27;5.1;Y
2015-03-28 00:00:01;2015-03-29 00:00:00;2015-03-28;3.3;Y
2015-03-29 00:00:01;2015-03-30 00:00:00;2015-03-29;3.5;Y
2015-03-30 00:00:01;2015-03-31 00:00:00;2015-03-30;3.4;Y
2015-03-31 00:00:01;2015-04-01 00:00:00;2015-03-31;3.8;Y
2015-04-01 00:00:01;2015-04-02 00:00:00;2015-04-01;3.5;Y
2015-04-02 00:00:01;2015-04-03 00:00:00;2015-04-02;2.3;Y
2015-04-03 00:00:01;2015-04-04 00:00:00;2015-04-03;4.2;Y
2015-04-04 00:00:01;2015-04-05 00:00:00;2015-04-04;2.6;Y
2015-04-05 00:00:01;2015-04-06 00:00:00;2015-04-05;2.5;Y
2015-04-06 00:00:01;2015-04-07 00:00:00;2015-04-06;4.9;Y
2015-04-07 00:00:01;2015-04-08 00:00:00;2015-04-07;9.2;Y
2015-04-08 00:00:01;2015-04-09 00:00:00;2015-04-08;8.3;Y
2015-04-09 00:00:01;2015-04-10 00:00:00;2015-04-09;9.0;Y
2015-04-10 00:00:01;2015-04-11 00:00:00;2015-04-10;8.6;Y
2015-04-11 00:00:01;2015-04-12 00:00:00;2015-04-11;8.8;Y
2015-04-12 00:00:01;2015-04-13 00:00:00;2015-04-12;8.4;Y
2015-04-13 00:00:01;2015-04-14 00:00:00;2015-04-13;7.4;Y
2015-04-14 00:00:01;2015-04-15 00:00:00;2015-04-14;4.4;Y
2015-04-15 00:00:01;2015-04-16 00:00:00;2015-04-15;7.3;Y
2015-04-16 00:00:01;2015-04-17 00:00:00;2015-04-16;6.6;Y
2015-04-17 00:00:01;2015-04-18 00:00:00;2015-04-17;3.4;Y
2015-04-18 00:00:01;2015-04-19 00:00:00;2015-04-18;6.0;Y
2015-04-19 00:00:01;2015-04-20 00:00:00;2015-04-19;10.0;Y
2015-04-20 00:00:01;2015-04-21 00:00:00;2015-04-20;10.8;Y
2015-04-21 00:00:01;2015-04-22 00:00:00;2015-04-21;9.0;Y
2015-04-22 00:00:01;2015-04-23 00:00:00;2015-04-22;10.0;Y
2015-04-23 00:00:01;2015-04-24 00:00:00;2015-04-23;10.7;Y
2015-04-24 00:00:01;2015-04-25 00:00:00;2015-04-24;8.2;Y
2015-04-25 00:00:01;2015-04-26 00:00:00;2015-04-25;8.8;Y
2015-04-26 00:00:01;2015-04-27 00:00:00;2015-04-26;11.3;Y
2015-04-27 00:00:01;2015-04-28 00:00:00;2015-04-27;9.9;Y
2015-04-28 00:00:01;2015-04-29 00:00:00;2015-04-28;8.9;Y
2015-04-29 00:00:01;2015-04-30 00:00:00;2015-04-29;7.5;Y
2015-04-30 00:00:01;2015-05-01 00:00:00;2015-04-30;8.8;Y
2015-05-01 00:00:01;2015-05-02 00:00:00;2015-05-01;8.4;Y
2015-05-02 00:00:01;2015-05-03 00:00:00;2015-05-02;6.8;Y
2015-05-03 00:00:01;2015-05-04 00:00:00;2015-05-03;9.2;Y
2015-05-04 00:00:01;2015-05-05 00:00:00;2015-05-04;7.2;Y
2015-05-05 00:00:01;2015-05-06 00:00:00;2015-05-05;8.5;Y
2015-05-06 00:00:01;2015-05-07 00:00:00;2015-05-06;12.6;Y
2015-05-07 00:00:01;2015-05-08 00:00:00;2015-05-07;13.0;Y
2015-05-08 00:00:01;2015-05-09 00:00:00;2015-05-08;10.1;Y
2015-05-09 00:00:01;2015-05-10 00:00:00;2015-05-09;10.2;Y
2015-05-10 00:00:01;2015-05-11 00:00:00;2015-05-10;8.0;Y
2015-05-11 00:00:01;2015-05-12 00:00:00;2015-05-11;11.5;Y
2015-05-12 00:00:01;2015-05-13 00:00:00;2015-05-12;12.1;Y
2015-05-13 00:00:01;2015-05-14 00:00:00;2015-05-13;8.4;Y
2015-05-14 00:00:01;2015-05-15 00:00:00;2015-05-14;9.3;Y
2015-05-15 00:00:01;2015-05-16 00:00:00;2015-05-15;7.0;Y
2015-05-16 00:00:01;2015-05-17 00:00:00;2015-05-16;8.2;Y
2015-05-17 00:00:01;2015-05-18 00:00:00;2015-05-17;5.5;Y
2015-05-18 00:00:01;2015-05-19 00:00:00;2015-05-18;7.4;Y
2015-05-19 00:00:01;2015-05-20 00:00:00;2015-05-19;8.2;Y
2015-05-20 00:00:01;2015-05-21 00:00:00;2015-05-20;11.1;Y
2015-05-21 00:00:01;2015-05-22 00:00:00;2015-05-21;12.5;Y
2015-05-22 00:00:01;2015-05-23 00:00:00;2015-05-22;11.6;Y
2015-05-23 00:00:01;2015-05-24 00:00:00;2015-05-23;12.0;Y
2015-05-24 00:00:01;2015-05-25 00:00:00;2015-05-24;13.5;Y
2015-05-25 00:00:01;2015-05-26 00:00:00;2015-05-25;12.7;Y
2015-05-26 00:00:01;2015-05-27 00:00:00;2015-05-26;12.2;Y
2015-05-27 00:00:01;2015-05-28 00:00:00;2015-05-27;12.4;Y
2015-05-28 00:00:01;2015-05-29 00:00:00;2015-05-28;12.7;Y
2015-05-29 00:00:01;2015-05-30 00:00:00;2015-05-29;12.3;Y
2015-05-30 00:00:01;2015-05-31 00:00:00;2015-05-30;10.1;Y
2015-05-31 00:00:01;2015-06-01 00:00:00;2015-05-31;10.6;Y
2015-06-01 00:00:01;2015-06-02 00:00:00;2015-06-01;12.3;Y
2015-06-02 00:00:01;2015-06-03 00:00:00;2015-06-02;10.9;Y
2015-06-03 00:00:01;2015-06-04 00:00:00;2015-06-03;13.1;Y
2015-06-04 00:00:01;2015-06-05 00:00:00;2015-06-04;14.6;Y
2015-06-05 00:00:01;2015-06-06 00:00:00;2015-06-05;14.9;Y
2015-06-06 00:00:01;2015-06-07 00:00:00;2015-06-06;14.8;Y
2015-06-07 00:00:01;2015-06-08 00:00:00;2015-06-07;13.2;Y
2015-06-08 00:00:01;2015-06-09 00:00:00;2015-06-08;11.9;Y
2015-06-09 00:00:01;2015-06-10 00:00:00;2015-06-09;13.8;Y
2015-06-10 00:00:01;2015-06-11 00:00:00;2015-06-10;15.6;Y
2015-06-11 00:00:01;2015-06-12 00:00:00;2015-06-11;16.5;Y
2015-06-12 00:00:01;2015-06-13 00:00:00;2015-06-12;19.7;Y
2015-06-13 00:00:01;2015-06-14 00:00:00;2015-06-13;19.0;Y
2015-06-14 00:00:01;2015-06-15 00:00:00;2015-06-14;14.0;Y
2015-06-15 00:00:01;2015-06-16 00:00:00;2015-06-15;12.5;Y
2015-06-16 00:00:01;2015-06-17 00:00:00;2015-06-16;14.1;Y
2015-06-17 00:00:01;2015-06-18 00:00:00;2015-06-17;13.9;Y
2015-06-18 00:00:01;2015-06-19 00:00:00;2015-06-18;11.4;Y
2015-06-19 00:00:01;2015-06-20 00:00:00;2015-06-19;10.7;Y
2015-06-20 00:00:01;2015-06-21 00:00:00;2015-06-20;12.5;Y
2015-06-21 00:00:01;2015-06-22 00:00:00;2015-06-21;14.1;Y
2015-06-22 00:00:01;2015-06-23 00:00:00;2015-06-22;14.7;Y
2015-06-23 00:00:01;2015-06-24 00:00:00;2015-06-23;14.5;Y
2015-06-24 00:00:01;2015-06-25 00:00:00;2015-06-24;14.6;Y
2015-06-25 00:00:01;2015-06-26 00:00:00;2015-06-25;15.3;Y
2015-06-26 00:00:01;2015-06-27 00:00:00;2015-06-26;14.0;Y
2015-06-27 00:00:01;2015-06-28 00:00:00;2015-06-27;16.5;Y
2015-06-28 00:00:01;2015-06-29 00:00:00;2015-06-28;18.0;Y
2015-06-29 00:00:01;2015-06-30 00:00:00;2015-06-29;17.8;Y
2015-06-30 00:00:01;2015-07-01 00:00:00;2015-06-30;17.0;Y
2015-07-01 00:00:01;2015-07-02 00:00:00;2015-07-01;19.9;Y
2015-07-02 00:00:01;2015-07-03 00:00:00;2015-07-02;23.6;Y
2015-07-03 00:00:01;2015-07-04 00:00:00;2015-07-03;23.4;Y
2015-07-04 00:00:01;2015-07-05 00:00:00;2015-07-04;23.1;Y
2015-07-05 00:00:01;2015-07-06 00:00:00;2015-07-05;20.4;Y
2015-07-06 00:00:01;2015-07-07 00:00:00;2015-07-06;17.8;Y
2015-07-07 00:00:01;2015-07-08 00:00:00;2015-07-07;17.8;Y
2015-07-08 00:00:01;2015-07-09 00:00:00;2015-07-08;15.2;Y
2015-07-09 00:00:01;2015-07-10 00:00:00;2015-07-09;15.3;Y
2015-07-10 00:00:01;2015-07-11 00:00:00;2015-07-10;13.3;Y
2015-07-11 00:00:01;2015-07-12 00:00:00;2015-07-11;16.4;Y
2015-07-12 00:00:01;2015-07-13 00:00:00;2015-07-12;16.6;Y
2015-07-13 00:00:01;2015-07-14 00:00:00;2015-07-13;15.0;Y
2015-07-14 00:00:01;2015-07-15 00:00:00;2015-07-14;16.4;Y
2015-07-15 00:00:01;2015-07-16 00:00:00;2015-07-15;18.2;Y
2015-07-16 00:00:01;2015-07-17 00:00:00;2015-07-16;17.7;Y
2015-07-17 00:00:01;2015-07-18 00:00:00;2015-07-17;13.9;Y
2015-07-18 00:00:01;2015-07-19 00:00:00;2015-07-18;16.2;Y
2015-07-19 00:00:01;2015-07-20 00:00:00;2015-07-19;16.8;Y
2015-07-20 00:00:01;2015-07-21 00:00:00;2015-07-20;16.9;Y
2015-07-21 00:00:01;2015-07-22 00:00:00;2015-07-21;15.2;Y
2015-07-22 00:00:01;2015-07-23 00:00:00;2015-07-22;16.8;Y
2015-07-23 00:00:01;2015-07-24 00:00:00;2015-07-23;17.3;Y
2015-07-24 00:00:01;2015-07-25 00:00:00;2015-07-24;16.9;Y
2015-07-25 00:00:01;2015-07-26 00:00:00;2015-07-25;14.8;Y
2015-07-26 00:00:01;2015-07-27 00:00:00;2015-07-26;16.0;Y
2015-07-27 00:00:01;2015-07-28 00:00:00;2015-07-27;15.3;Y
2015-07-28 00:00:01;2015-07-29 00:00:00;2015-07-28;15.5;Y
2015-07-29 00:00:01;2015-07-30 00:00:00;2015-07-29;15.4;Y
2015-07-30 00:00:01;2015-07-31 00:00:00;2015-07-30;15.2;Y
2015-07-31 00:00:01;2015-08-01 00:00:00;2015-07-31;15.1;Y
2015-08-01 00:00:01;2015-08-02 00:00:00;2015-08-01;16.9;Y
2015-08-02 00:00:01;2015-08-03 00:00:00;2015-08-02;16.6;Y
2015-08-03 00:00:01;2015-08-04 00:00:00;2015-08-03;16.9;Y
2015-08-04 00:00:01;2015-08-05 00:00:00;2015-08-04;17.6;Y
2015-08-05 00:00:01;2015-08-06 00:00:00;2015-08-05;18.4;Y
2015-08-06 00:00:01;2015-08-07 00:00:00;2015-08-06;18.8;Y
2015-08-07 00:00:01;2015-08-08 00:00:00;2015-08-07;20.2;Y
2015-08-08 00:00:01;2015-08-09 00:00:00;2015-08-08;20.4;Y
2015-08-09 00:00:01;2015-08-10 00:00:00;2015-08-09;19.9;Y
2015-08-10 00:00:01;2015-08-11 00:00:00;2015-08-10;19.8;Y
2015-08-11 00:00:01;2015-08-12 00:00:00;2015-08-11;19.1;Y
2015-08-12 00:00:01;2015-08-13 00:00:00;2015-08-12;19.1;Y
2015-08-13 00:00:01;2015-08-14 00:00:00;2015-08-13;16.7;Y
2015-08-14 00:00:01;2015-08-15 00:00:00;2015-08-14;18.2;Y
2015-08-15 00:00:01;2015-08-16 00:00:00;2015-08-15;17.9;Y
2015-08-16 00:00:01;2015-08-17 00:00:00;2015-08-16;17.8;Y
2015-08-17 00:00:01;2015-08-18 00:00:00;2015-08-17;17.1;Y
2015-08-18 00:00:01;2015-08-19 00:00:00;2015-08-18;17.9;Y
2015-08-19 00:00:01;2015-08-20 00:00:00;2015-08-19;17.6;Y
2015-08-20 00:00:01;2015-08-21 00:00:00;2015-08-20;17.8;Y
2015-08-21 00:00:01;2015-08-22 00:00:00;2015-08-21;18.0;Y
2015-08-22 00:00:01;2015-08-23 00:00:00;2015-08-22;18.4;Y
2015-08-23 00:00:01;2015-08-24 00:00:00;2015-08-23;18.1;Y
2015-08-24 00:00:01;2015-08-25 00:00:00;2015-08-24;19.5;Y
2015-08-25 00:00:01;2015-08-26 00:00:00;2015-08-25;21.1;Y
2015-08-26 00:00:01;2015-08-27 00:00:00;2015-08-26;18.1;Y
2015-08-27 00:00:01;2015-08-28 00:00:00;2015-08-27;18.7;Y
2015-08-28 00:00:01;2015-08-29 00:00:00;2015-08-28;17.8;Y
2015-08-29 00:00:01;2015-08-30 00:00:00;2015-08-29;17.3;Y
2015-08-30 00:00:01;2015-08-31 00:00:00;2015-08-30;16.6;Y
2015-08-31 00:00:01;2015-09-01 00:00:00;2015-08-31;17.3;Y
2015-09-01 00:00:01;2015-09-02 00:00:00;2015-09-01;14.6;Y
2015-09-02 00:00:01;2015-09-03 00:00:00;2015-09-02;14.4;Y
2015-09-03 00:00:01;2015-09-04 00:00:00;2015-09-03;15.7;Y
2015-09-04 00:00:01;2015-09-05 00:00:00;2015-09-04;13.3;Y
2015-09-05 00:00:01;2015-09-06 00:00:00;2015-09-05;14.2;Y
2015-09-06 00:00:01;2015-09-07 00:00:00;2015-09-06;11.5;Y
2015-09-07 00:00:01;2015-09-08 00:00:00;2015-09-07;12.3;Y
2015-09-08 00:00:01;2015-09-09 00:00:00;2015-09-08;11.9;Y
2015-09-09 00:00:01;2015-09-10 00:00:00;2015-09-09;12.8;Y
2015-09-10 00:00:01;2015-09-11 00:00:00;2015-09-10;14.5;Y
2015-09-11 00:00:01;2015-09-12 00:00:00;2015-09-11;13.7;Y
2015-09-12 00:00:01;2015-09-13 00:00:00;2015-09-12;15.2;Y
2015-09-13 00:00:01;2015-09-14 00:00:00;2015-09-13;14.8;Y
2015-09-14 00:00:01;2015-09-15 00:00:00;2015-09-14;16.0;Y
2015-09-15 00:00:01;2015-09-16 00:00:00;2015-09-15;15.3;Y
2015-09-16 00:00:01;2015-09-17 00:00:00;2015-09-16;15.3;Y
2015-09-17 00:00:01;2015-09-18 00:00:00;2015-09-17;16.4;Y
2015-09-18 00:00:01;2015-09-19 00:00:00;2015-09-18;15.5;Y
2015-09-19 00:00:01;2015-09-20 00:00:00;2015-09-19;14.0;Y
2015-09-20 00:00:01;2015-09-21 00:00:00;2015-09-20;12.6;Y
2015-09-21 00:00:01;2015-09-22 00:00:00;2015-09-21;12.0;Y
2015-09-22 00:00:01;2015-09-23 00:00:00;2015-09-22;11.9;Y
2015-09-23 00:00:01;2015-09-24 00:00:00;2015-09-23;13.5;Y
2015-09-24 00:00:01;2015-09-25 00:00:00;2015-09-24;13.5;Y
2015-09-25 00:00:01;2015-09-26 00:00:00;2015-09-25;13.7;Y
2015-09-26 00:00:01;2015-09-27 00:00:00;2015-09-26;11.5;Y
2015-09-27 00:00:01;2015-09-28 00:00:00;2015-09-27;10.6;Y
2015-09-28 00:00:01;2015-09-29 00:00:00;2015-09-28;11.4;Y
2015-09-29 00:00:01;2015-09-30 00:00:00;2015-09-29;10.9;Y
2015-09-30 00:00:01;2015-10-01 00:00:00;2015-09-30;12.6;Y
2015-10-01 00:00:01;2015-10-02 00:00:00;2015-10-01;12.6;Y
2015-10-02 00:00:01;2015-10-03 00:00:00;2015-10-02;14.2;Y
2015-10-03 00:00:01;2015-10-04 00:00:00;2015-10-03;11.3;Y
2015-10-04 00:00:01;2015-10-05 00:00:00;2015-10-04;11.6;Y
2015-10-05 00:00:01;2015-10-06 00:00:00;2015-10-05;8.6;Y
2015-10-06 00:00:01;2015-10-07 00:00:00;2015-10-06;6.8;Y
2015-10-07 00:00:01;2015-10-08 00:00:00;2015-10-07;7.7;Y
2015-10-08 00:00:01;2015-10-09 00:00:00;2015-10-08;7.6;Y
2015-10-09 00:00:01;2015-10-10 00:00:00;2015-10-09;5.4;Y
2015-10-10 00:00:01;2015-10-11 00:00:00;2015-10-10;5.2;Y
2015-10-11 00:00:01;2015-10-12 00:00:00;2015-10-11;6.1;Y
2015-10-12 00:00:01;2015-10-13 00:00:00;2015-10-12;6.9;Y
2015-10-13 00:00:01;2015-10-14 00:00:00;2015-10-13;9.0;Y
2015-10-14 00:00:01;2015-10-15 00:00:00;2015-10-14;8.5;Y
2015-10-15 00:00:01;2015-10-16 00:00:00;2015-10-15;7.9;Y
2015-10-16 00:00:01;2015-10-17 00:00:00;2015-10-16;6.5;Y
2015-10-17 00:00:01;2015-10-18 00:00:00;2015-10-17;4.9;Y
2015-10-18 00:00:01;2015-10-19 00:00:00;2015-10-18;7.1;Y
2015-10-19 00:00:01;2015-10-20 00:00:00;2015-10-19;8.5;Y
2015-10-20 00:00:01;2015-10-21 00:00:00;2015-10-20;8.4;Y
2015-10-21 00:00:01;2015-10-22 00:00:00;2015-10-21;8.6;Y
2015-10-22 00:00:01;2015-10-23 00:00:00;2015-10-22;10.9;Y
2015-10-23 00:00:01;2015-10-24 00:00:00;2015-10-23;11.3;Y
2015-10-24 00:00:01;2015-10-25 00:00:00;2015-10-24;8.7;Y
2015-10-25 00:00:01;2015-10-26 00:00:00;2015-10-25;9.8;Y
2015-10-26 00:00:01;2015-10-27 00:00:00;2015-10-26;6.3;Y
2015-10-27 00:00:01;2015-10-28 00:00:00;2015-10-27;7.0;Y
2015-10-28 00:00:01;2015-10-29 00:00:00;2015-10-28;4.3;Y
2015-10-29 00:00:01;2015-10-30 00:00:00;2015-10-29;5.9;Y
2015-10-30 00:00:01;2015-10-31 00:00:00;2015-10-30;6.5;Y
2015-10-31 00:00:01;2015-11-01 00:00:00;2015-10-31;8.2;Y
2015-11-01 00:00:01;2015-11-02 00:00:00;2015-11-01;9.1;Y
2015-11-02 00:00:01;2015-11-03 00:00:00;2015-11-02;10.0;Y
2015-11-03 00:00:01;2015-11-04 00:00:00;2015-11-03;7.8;Y
2015-11-04 00:00:01;2015-11-05 00:00:00;2015-11-04;8.1;Y
2015-11-05 00:00:01;2015-11-06 00:00:00;2015-11-05;8.0;Y
